ID,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS
04b85519-b2bf-42ef-bb90-38ea8f365096,1989-09-15,,999-71-4246,S99977146,X30781211X,Ms.,Cletus226,O'Kon648,,,S,white,irish,F,Swampscott MA US,64568 Einar Estates Suite 985 Alford MA 01230 US
4c6c2d08-8ecd-4b16-9f8d-534eefbc1bb9,2009-03-12,,999-95-5499,,,,Destiney213,Russel945,,,,white,american,M,Watertown Town MA US,68974 Brandyn Court Yarmouth MA 02675 US
a112e82b-5ac6-4198-b2da-eff0e5984f95,1970-04-11,,999-93-9708,S99914959,false,Mrs.,Maurine857,Schaden136,,Crist54,M,white,french,F,Boston MA US,6769 Kaelyn Plain Apt. 289 Barnstable MA 02630 US
c82e43fa-d1d4-48ca-aba3-9892c98ae1a7,1908-12-23,1931-12-09,999-31-7669,S99927532,X60653374X,Mr.,Betty96,Yundt612,,,,white,russian,M,Springfield MA US,127 Ashly Station Yarmouth MA 02675 US
152ba14f-b6b9-427c-bf6e-eb527e366d1c,1996-12-29,,999-62-9872,S99939884,X89549959X,Ms.,Cicero871,Maggio705,,,,white,irish,F,Sutton MA US,17175 Armani Grove Apt. 500 Cheshire MA 01225 US
c87c75ce-8a2a-4d8a-b9ad-4c7059252963,1982-09-13,,999-89-5435,S99943274,false,Mrs.,Charles97,Romaguera219,,Ledner563,M,white,french_canadian,F,Milford MA US,995 Jerde Glen Apt. 132 Barnstable MA 02630 US
c2067ba9-1063-471e-9568-7ea0cfd9a4e5,1996-05-27,,999-87-9573,S99915004,X68928390X,Ms.,Tamia973,Thiel335,,,,white,italian,F,Lowell MA US,3436 Marks Mission Yarmouth MA 02675 US
9f55c6ab-e531-439c-b485-4781b70603fc,1994-08-06,,999-41-7070,S99962548,false,Mr.,Cydney115,Wisozk385,,,,white,english,M,Sunderland MA US,7262 Nolan Meadow Barnstable MA 02630 US
22d0a44f-d19d-493b-9137-fefcf7cdb59b,1998-11-01,,999-56-9654,S99937568,,Mr.,Marisol335,Pfeffer477,,,,white,english,M,North Attleborough MA US,465 Mayert Locks Yarmouth MA 02675 US
157c16eb-7abc-4a7f-ae84-ccd3273ad227,2005-04-21,,999-64-3941,,,,Ashlee192,Hayes297,,,,black,african,F,Chicopee MA US,628 Carter Crossing Hinsdale MA 01235 US
05a1b878-e5a2-47ce-91fa-59358072e365,2002-05-25,,999-75-6752,,,,Curt924,Greenfelder59,,,,white,french_canadian,F,Plainville MA US,548 Montana Ports Dalton MA 01227 US
4c8623d6-d61f-4640-baa1-3726fea71c4c,2000-04-01,,999-98-2626,S99970737,,,Amos977,Quigley689,,,,black,dominican,F,New Bedford MA US,88212 Langworth River Suite 258 Lee MA 01264 US
22e82179-7200-44f4-90cb-d7b19624fd11,1961-05-17,,999-61-1823,S99920289,false,Ms.,Osborne273,Batz332,,,S,white,english,F,Lawrence MA US,712 Crystel Glens Sandwich MA 02563 US
1b61ddeb-c773-4e14-b198-9451274f7e83,1927-06-25,1975-02-10,999-14-3447,S99989248,false,Mrs.,Rickey692,Hane728,,Schulist336,M,white,french_canadian,F,Rehoboth MA US,99884 McCullough Courts Monterey MA 01245 US
e316baf5-fee2-46da-a492-a54092784fbe,1989-04-26,,999-52-5941,S99942131,X64766275X,Mr.,Ashlee192,Sawayn872,,,M,white,italian,M,Great Barrington MA US,1123 Rowe Shores Yarmouth MA 02675 US
e1c7615e-666a-4c6f-9154-fa32440e49c8,1958-03-26,,999-96-5918,S99916811,false,Mr.,Jamir894,Luettgen780,,,S,white,irish,M,Newbury MA US,37114 Giovanny Stream Apt. 872 Yarmouth MA 02675 US
cb137382-fb3b-47d3-87c8-dbd2a98bddf9,1936-06-16,1945-01-16,999-33-4239,,,,Mollie633,Ernser526,,,,white,english,M,Wenham MA US,25602 Khalil Forges Yarmouth MA 02675 US
3a7e474a-ad66-4c23-9868-2593f8c6bbb9,1956-07-02,,999-95-8907,S99910874,false,Mrs.,Josefina838,Willms697,,Ferry608,M,white,irish,F,Weymouth Town MA US,1628 Candido Flats Suite 444 Pittsfield MA 01202 US
8d73e3e4-dd2d-41d3-a507-03122d5a6b78,1943-11-08,1977-09-05,999-89-4027,S99965174,false,Mr.,Jayson753,Lesch922,,,S,white,english,M,Framingham MA US,210 Wyman Point Pittsfield MA 01203 US
84bc1e2d-58da-428d-968f-1b731036c3c4,2013-01-17,,999-61-3075,,,,Lauren241,Rath957,,,,hispanic,mexican,F,Fitchburg MA US,279 Stanton Fields Apt. 414 Pittsfield MA 01201 US
ce686ec7-264c-4d76-82f9-24662f309134,1997-02-21,,999-89-9058,S99912633,false,Mr.,Nelda981,Dare819,,,,white,english,M,Acushnet MA US,863 Reichel Island Tyringham MA 01264 US
e7b7c568-3396-44f8-855d-913e79f26061,1949-10-06,,999-85-3986,S99975057,false,Mrs.,Delfina633,Howell391,,Carroll658,M,white,irish,F,Andover MA US,1985 Kuphal Rest Apt. 383 West Stockbridge MA 01266 US
a3b23b05-0c68-47fa-b6d0-7e08d96cd356,1953-11-23,,999-27-2013,S99991224,X45844676X,Mrs.,Francisca768,Reichel503,,Cassin602,M,white,irish,F,Sutton MA US,23572 Upton Mountains Stockbridge MA 01262 US
2d2c3983-f6e3-4a75-bde3-f776e18766e0,1948-12-01,1991-08-31,999-59-5055,S99953199,false,Mrs.,Adalberto403,Upton832,,Langosh323,M,white,italian,F,Swampscott MA US,7799 Kilback Radial Suite 604 Williamstown MA 01267 US
d0a42780-cd6b-4373-b19e-f2ca88295c33,2004-07-24,,999-68-1930,,,,Kaleigh746,Pagac831,,,,asian,chinese,F,Medford MA US,89495 O'Conner Gardens Apt. 613 Attleboro MA 02703 US
aa46605b-926f-4a4d-8e03-f3056285f0d2,2003-09-04,,999-38-1503,,,,Pearlie976,Hahn996,,,,white,french_canadian,F,Shrewsbury MA US,3707 Bernadette Plains Suite 375 Berkley MA 02779 US
897500ed-2a01-403d-9ed5-0a708880f674,1963-06-15,,999-99-2595,S99986691,X26163252X,Mrs.,Meggie949,Kuvalis245,,Bernhard843,M,white,russian,F,Marlborough MA US,765 Rhiannon Expressway Apt. 741 Acushnet MA 02743 US
56167c80-e1ff-46a6-98a9-54981bf9060a,1954-12-05,,999-52-7691,S99956111,false,Mr.,Cade714,Johns198,,,M,white,italian,M,Quincy MA US,313 Turcotte Walks Dartmouth MA 02714 US
8c7c37fa-306f-44ff-9c68-e04240063cdf,1992-07-29,,999-33-6470,S99941687,false,Ms.,Thea990,Flatley743,,,,white,french_canadian,F,Fall River MA US,9558 Mann Hills Attleboro MA 02703 US
ec937222-56c1-44b7-820e-cb58cc00b27c,2015-09-03,,999-13-3859,,,,Brennan24,McClure754,,,,white,english,M,Wellesley MA US,19199 Wintheiser Spurs Suite 960 Attleboro MA 02703 US
437cba1a-7280-4109-a3c7-9f5ad18960df,1995-09-20,,999-98-7878,S99986977,false,Ms.,Alayna109,Terry768,,,,black,dominican,F,Lowell MA US,70832 Boyle Ford Apt. 962 Attleboro MA 02703 US
c5193625-a5d3-491d-bb32-d28ba0cd5b1f,1974-05-25,,999-70-5491,S99990448,false,Mrs.,Eugene922,Dare819,,Strosin15,M,white,german,F,Boston MA US,76073 Shyann Meadow Apt. 578 Acushnet MA 02745 US
0b018f80-440a-4c74-abdb-c70b315e83b8,1972-03-14,,999-99-2211,S99989007,X37735823X,Mr.,Emmie344,Daugherty866,,,S,white,italian,M,Concord MA US,9705 Dicki Harbor Apt. 631 Pittsfield MA 01203 US
f92ba821-6059-46fb-8060-c04b7658f9aa,1983-03-07,,999-55-8434,S99960774,false,Mr.,Omer260,Shanahan442,,,S,white,english,M,Springfield MA US,35109 Eichmann Avenue Apt. 392 Fairhaven MA 02719 US
a3d8a204-5a97-4190-9b33-86d7d266f80f,1940-04-13,,999-77-8291,S99928967,false,Mr.,Zack202,Treutel576,,,M,white,polish,M,Hingham MA US,3568 Zoila Lodge Apt. 443 Easton MA 02334 US
f1c81a33-a8f4-4569-8692-11f70126f222,1996-06-02,,999-72-7507,S99966809,false,Mr.,Ara925,Schmitt349,,,,white,french,M,Pittsfield MA US,604 Eldon Mountains Fall River MA 02721 US
036c17a6-c566-4d5f-9a2c-781242b1df5e,1965-01-16,,999-49-8679,S99918724,X31651242X,Mrs.,Zelma684,Mraz432,,Donnelly502,M,white,french,F,Taunton MA US,3547 Amber Parks Apt. 699 Dartmouth MA 02714 US
2013d99d-6470-4e64-9658-61412867e41b,1922-05-18,1984-11-04,999-63-4655,S99974082,X27150413X,Mrs.,Noemy556,Batz332,,Glover856,M,white,english,F,Newton MA US,671 Kennedy Cove Suite 287 Attleboro MA 02703 US
8145d85c-0a01-43f2-9c90-0c9c6b5306c2,1985-09-04,,999-75-7221,S99921716,false,Mr.,Genevieve458,Zulauf284,,,M,white,french_canadian,M,Boston MA US,9524 Nico Green Suite 250 Fall River MA 02724 US
3f6f1ba5-b520-44a4-98f5-46b1e823a9ab,1966-07-27,,999-68-3576,S99970979,X94842971X,Mr.,Sylvia24,Boyle761,,,M,white,american,M,Tisbury MA US,50866 Camila Way Easton MA 02334 US
7d61f971-17af-417e-993d-65cc42f91bf2,2011-10-06,,999-13-8020,,,,Sydni898,Wehner221,,,,white,irish,M,Bellingham MA US,54230 Stephen Ways Easton MA 02334 US
219c010d-94df-4c9d-bc28-aabf6f9c359b,1967-05-21,,999-77-9352,S99924062,false,Mr.,Verna946,Lebsack415,,,S,white,portuguese,M,Plymouth MA US,480 Chelsey Via Apt. 798 Attleboro MA 02703 US
bb0fc1e7-83bf-4b17-b4ab-244df848bbb9,1971-08-12,,999-64-7174,S99922448,X35641281X,Mrs.,Rosie456,Johns198,,Kunze72,M,white,irish,F,North Andover MA US,6703 Abbott Oval Suite 709 Easton MA 02334 US
bb1c6dab-6f18-4dc4-8d5b-e1be55f3ac5f,1950-11-19,,999-36-6163,S99913351,X40059308X,Mrs.,Dominic919,Bahringer198,,Abernathy746,M,white,american,F,Lunenburg MA US,428 Scotty Valleys Attleboro MA 02703 US
be6e6a2d-df92-4324-9e75-20de6c1b1f4d,2007-12-03,,999-67-9580,,,,Felix575,Bergnaum210,,,,white,irish,M,Westfield MA US,3424 Lewis Crest Dartmouth MA 02714 US
8dea7bbf-8c30-4972-bf78-1ffb9ee7cc38,1978-04-22,2014-06-28,999-62-2252,S99928238,false,Mrs.,Anais271,Koelpin39,,Romaguera219,M,white,german,F,Orleans MA US,1805 Ryder River Fall River MA 02720 US
43d5d487-3101-4b65-ace8-d3ce90ed363f,1960-12-26,,999-96-7378,S99955210,false,Mrs.,Bernadine533,Corwin850,,Nicolas801,M,white,irish,F,Quincy MA US,747 Shanelle Mount Apt. 863 Easton MA 02334 US
b408f301-8b91-4f08-8616-e902f1c0e1db,1985-12-12,,999-90-6806,S99987259,false,Mr.,Jeffry14,Yost319,,,M,white,italian,M,Amesbury Town MA US,9782 Bode Turnpike Dartmouth MA 02714 US
f210b31c-8f71-4b0a-bdbf-05e7196a9a48,1968-02-02,,999-12-2521,S99969092,false,Mrs.,Iliana327,Schumm367,,Corwin850,M,white,irish,F,Danvers MA US,67282 Rosie Manors Freetown MA 02717 US
19087338-8fba-41da-926f-b0a0c69c1463,1962-06-07,,999-62-9273,S99997266,X67463478X,Mr.,Annabell281,Beer324,,,M,white,irish,M,Boston MA US,83988 Hettinger Walk Apt. 795 Pittsfield MA 01202 US
b8cbd4bc-97ab-4f42-bc04-84e266469c65,2001-10-09,,999-11-2965,,,,Kobe270,Doyle678,,,,white,english,M,Cambridge MA US,498 Brakus Falls Apt. 752 Freetown MA 02717 US
c1a00c53-6ed7-44f4-b355-73e2b6eac204,2000-07-23,,999-99-7813,S99931807,,,Ward255,Daniel706,,,,white,french,M,Boston MA US,4430 Luella Meadow Dartmouth MA 02748 US
d1188373-10d9-4719-b052-b1f486afc15e,1945-12-02,,999-14-1966,S99945452,false,Mr.,Grant175,Goyette587,,,M,hispanic,puerto_rican,M,Malden MA US,187 Ramiro Station Fall River MA 02721 US
ce3af85b-9abb-4532-a1c0-d9cc1e5e46b1,1990-02-01,,999-63-3252,S99964549,false,Mrs.,Marcelle205,Gislason613,,Leuschke227,M,white,irish,F,Dartmouth MA US,93601 Emelie Haven Fall River MA 02723 US
b456788d-e2fe-4cdf-98f2-01cc2d588557,1953-11-06,,999-32-6886,S99913699,false,Mrs.,Nathanael496,Nikolaus121,,Thiel335,M,white,irish,F,Raynham MA US,2632 Hipolito Ford Apt. 271 Fall River MA 02723 US
5db66dab-e923-4e1b-9f05-e9f71eda53f7,1990-09-23,,999-55-8576,S99983128,X28308616X,Mr.,Jerod571,Nitzsche806,,,,white,french,M,Winchester MA US,7567 Rozella Burg Suite 633 Attleboro MA 02703 US
319cd1fd-5ace-47a9-bec7-10e81da62327,1960-03-21,,999-91-1654,S99972783,false,Mr.,Vito325,Kling953,,,M,white,irish,M,Boston MA US,69727 Barrows Stravenue Suite 725 Fall River MA 02720 US
4a2101db-0fc2-4e3d-91ee-b3f102e27513,1954-05-27,,999-38-2267,S99964830,X64324964X,Mrs.,Aryanna699,Wilkinson801,,Gislason613,M,white,irish,F,Sharon MA US,849 Wendell Oval Fall River MA 02723 US
972d5e47-956e-4b10-a047-394a6d5e00cf,2012-05-02,,999-85-5194,,,,Pierce105,Murphy757,,,,white,german,F,Medford MA US,180 Geovany Cliff Pittsfield MA 01202 US
2cfa47aa-0f88-415a-9bda-55c4bcd5662d,1953-02-28,1999-02-18,999-69-1790,S99936938,false,Mr.,Roselyn532,Eichmann199,,,M,white,english,M,Holbrook MA US,931 Beulah Estates Dartmouth MA 02714 US
135e084f-f805-49b9-bb28-6b39b792aa81,1997-10-17,,999-81-2402,S99989409,,Ms.,Marie925,Smith847,,,,black,west_indian,F,Boston MA US,449 Mandy Crossroad Freetown MA 02717 US
babb0608-d58d-491f-aeb0-7e6900744b17,1994-08-26,,999-74-5283,S99947383,false,Mr.,Vernice964,Hahn996,,,,white,irish,M,Chicopee MA US,6729 Nettie Vista Dartmouth MA 02714 US
62d3b52d-2083-420b-a420-a9b19ae73d6f,1928-02-08,1976-03-25,999-67-3678,S99974016,false,Ms.,Ella148,Dibbert529,,,S,white,italian,F,Rehoboth MA US,9688 Fritsch Forges Fall River MA 02723 US
ba39fa0d-ec50-433e-bee7-7fdee15b695b,1965-06-20,,999-29-5958,S99924085,false,Mrs.,Joelle228,Kunze72,,Graham737,M,white,russian,F,Sandwich MA US,4002 Concepcion Dam Suite 884 Dartmouth MA 02748 US
bc768f0c-8ead-485d-a1f1-37301aba44e5,1987-08-05,,999-96-2921,S99934491,X17082181X,Mr.,Shania658,Hilpert863,,,S,hispanic,puerto_rican,M,Lowell MA US,430 Howe Estates Dartmouth MA 02714 US
3a75e745-4a53-4a85-a67f-fd2c4242b8ea,1990-03-14,,999-87-2765,S99950818,false,Mrs.,Elsie962,Hansen74,,Hegmann501,M,white,italian,F,Boston MA US,839 Jast Locks Fall River MA 02722 US
234df2a0-eb10-45a7-9ee6-3923dddae704,1985-05-03,,999-34-6394,S99934231,X76790962X,Mr.,Benton371,Ruecker265,,,M,hispanic,puerto_rican,M,Springfield MA US,6054 John Valley Raynham MA 02767 US
54a57ebb-81a8-4a7e-82ed-f9f73fda439b,1985-09-04,,999-29-5473,S99970970,false,Mr.,Jeffrey854,Gutkowski946,,,S,hispanic,central_american,M,Boston MA US,56829 Wisozk Overpass Suite 205 New Bedford MA 02746 US
57778d3a-2b0f-4412-8f9d-2dbac37fb77f,1974-06-30,,999-93-7329,S99920069,X74880580X,Mrs.,Shanna107,Franecki287,,Hills743,M,white,swedish,F,Natick MA US,7890 Bryce Drive North Attleborough MA 02762 US
ff63368a-e5b2-41f4-887c-8ae623d8aea2,1957-12-17,,999-89-1874,S99940873,false,Mrs.,Christy458,Purdy145,,Lubowitz329,M,white,portuguese,F,Carver MA US,8720 Olga Glens New Bedford MA 02741 US
d6c84bdf-3ab4-49c4-a7b4-bb79c9952548,1981-01-03,,999-90-8913,S99945015,false,Mr.,Chelsey931,Goldner843,,,M,white,french,M,Boston MA US,14714 Jo Street Apt. 965 North Attleborough MA 02760 US
a6e4bf15-427a-467c-8ffc-f7599bd353f6,1985-03-17,,999-14-8656,S99917410,false,Mr.,Jaunita995,Towne582,,,M,white,irish,M,Acton MA US,43191 Darby Club Raynham MA 02767 US
ee4f8392-71f7-45a7-8eb3-585e6c619cb7,1995-08-31,,999-27-5425,S99947739,false,Mr.,Alena340,Turcotte237,,,,white,irish,M,Pittsfield MA US,3993 Justina Green Suite 763 Rehoboth MA 02769 US
5566efab-8adb-4200-9f22-2d2f9def90c9,1980-11-23,,999-22-5908,S99989790,false,Mrs.,Elisha981,Borer438,,Jacobson284,M,white,irish,F,Millbury MA US,74820 Stracke Locks Suite 428 Norton MA 02766 US
dd97d10c-3646-499d-a2b2-18fe5d910732,1947-02-28,2017-04-14,999-87-6979,S99952690,X99529694X,Mrs.,Johnathan27,Friesen949,,Renner675,M,white,english,F,New Bedford MA US,736 Cartwright Garden New Bedford MA 02741 US
4d9bfb7d-111f-4e2e-ae59-8d004897d2b9,2008-03-08,2016-03-13,999-85-9476,,,,Domenica667,Bergnaum210,,,,white,italian,M,Brockton MA US,648 Schinner Forges Apt. 894 Seekonk MA 02771 US
3144a0b4-2493-4cd2-91f6-b904b06bcca5,1999-07-10,,999-50-6656,S99988123,,,Isom568,Runte265,,,,white,french_canadian,M,Mashpee MA US,52045 Reagan Circles Seekonk MA 02771 US
1b0c9be9-0500-4897-a1af-526e535529dd,1971-08-18,,999-20-3323,S99996634,false,Mr.,Ruby720,Hills743,,,M,white,italian,M,Lynn MA US,892 Everett Common Somerset MA 02726 US
6e359f89-b20a-4202-92d7-99d02999d17b,1963-05-05,,999-91-6015,S99911246,X91141408X,Mr.,Jerod571,Treutel576,,,M,white,italian,M,Malden MA US,30246 Thiel Trail Swansea MA 02777 US
9f7ca266-f67c-4364-9e04-27a01aea61c8,2007-05-10,,999-11-1926,,,,Ruthie262,Effertz802,,,,white,french_canadian,F,Lynn MA US,80451 Grant Island Apt. 892 New Bedford MA 02744 US
162ae8a1-153a-4cee-92cc-b6101df92b29,1934-03-01,1991-12-04,999-14-3589,S99992943,false,Mr.,Camren964,Schamberger177,,,M,white,italian,M,Southampton MA US,291 Buckridge Plains Apt. 893 New Bedford MA 02746 US
52f4851e-8c56-4173-9a06-0962b9ea9f5b,1986-01-10,,999-89-1234,S99964289,false,Mr.,Candice851,Haley553,,,M,white,american,M,Cambridge MA US,53211 Feeney Station Swansea MA 02777 US
2355e0e8-a7c9-47f4-9f57-47ec83941a95,1929-09-25,,999-22-1545,S99922872,X46905516X,Mrs.,Jake975,Huels628,,O'Kon648,M,white,polish,F,Boston MA US,184 Garfield Drive Apt. 553 Somerset MA 02725 US
19778d3c-efd7-45ca-82e6-d7a435182b2a,1997-02-24,,999-33-8388,S99913695,X59569843X,Ms.,Yesenia858,Cartwright250,,,,white,american,F,Gardner MA US,640 Schowalter Stream North Attleborough MA 02760 US
20d96164-082d-4a8e-890c-324c685e3bdc,1983-05-22,,999-55-1372,S99950775,X97334508X,Mrs.,Alisa282,Ferry608,,Collins869,M,white,portuguese,F,Lynn MA US,1941 Eva River Fall River MA 02722 US
1f7cc8d7-ae21-45c3-a78c-59193d5dd585,2009-10-16,,999-47-3299,,,,Gabriella312,Schiller21,,,,white,irish,M,Salem MA US,1899 Stokes Run New Bedford MA 02743 US
2a0e4bd1-f1f6-43f0-8ea7-6208f4ee74c6,1984-01-22,,999-50-9681,S99936976,false,Mrs.,Gordon450,Schimmel523,,Jacobs906,M,white,french,F,Acton MA US,155 Bartell Flats Suite 439 Seekonk MA 02771 US
176205c7-5ab8-4a36-85ad-a082ea428c41,1938-11-08,,999-71-6167,S99943045,false,Mr.,Lindsay87,Harvey961,,,M,white,italian,M,Wilbraham MA US,555 Morgan Hills New Bedford MA 02746 US
1a8ff1c7-f9b4-40c6-932d-7b8b34de8588,2005-12-08,,999-42-2716,,,,Helena691,Gislason613,,,,black,west_indian,M,Worcester MA US,2222 Lulu Hollow Fall River MA 02724 US
4a10453e-2a42-4619-b610-3f7c98ce2bb7,2008-08-29,,999-21-3717,,,,Devin788,Miller112,,,,white,polish,F,Wakefield MA US,29147 Prohaska Wall Apt. 868 New Bedford MA 02746 US
e2f368d1-ec32-4db9-8afb-092603290e37,1973-04-24,,999-45-7463,S99930312,false,Mrs.,Bettye485,McLaughlin892,,Lebsack415,M,white,german,F,Taunton MA US,59925 Koelpin Mountains Swansea MA 02777 US
3ffba782-8192-41a9-9b3d-800cd8da0b19,1971-04-26,,999-29-2280,S99944874,X93371546X,Mrs.,Ken172,Kunze72,,Batz332,M,white,irish,F,Charlton MA US,84616 Nico Terrace Swansea MA 02777 US
5db8c2a9-7948-424c-898d-0d90eca769e9,1995-04-22,,999-75-6973,S99930434,false,Ms.,Angus998,Morar586,,,,white,irish,F,Somerset MA US,64846 Treva Crossroad Suite 666 Westport MA 02790 US
c0a9135b-3a47-4595-8ee9-3fbc41776803,2014-09-22,,999-96-7357,,,,Tremayne343,Williamson583,,,,hispanic,puerto_rican,F,Lexington MA US,2914 Aurelio Bypass Apt. 442 Edgartown MA 02539 US
08fb5d52-cc6b-4c95-b22d-ddbbdd503a61,1989-03-09,,999-32-9367,S99991639,false,Mr.,Shanny256,Dietrich207,,,M,white,italian,M,Pembroke MA US,351 Shaniya Via Apt. 504 Taunton MA 02783 US
a8c1fc81-f250-4a15-a58c-5b20a2243e45,2009-07-14,,999-82-7012,,,,Brain403,Nikolaus121,,,,white,french,F,Boston MA US,361 Williamson Shoals Suite 367 Tisbury MA 02568 US
b4703425-39f4-4c4d-9f42-a2d738a9ff03,1952-05-27,2012-08-06,999-91-1352,S99997768,false,Mr.,Karine876,Bogisich844,,,M,white,irish,M,Boston MA US,539 Mertz Walks Fall River MA 02723 US
975f4821-f969-4300-a3b3-545e6d487854,1986-10-22,,999-89-9450,S99984661,X21733482X,Mrs.,Lura250,Emard123,,Hackett678,M,white,irish,F,Plymouth MA US,451 Conrad Ville New Bedford MA 02743 US
